"url,label"
"http://br-ofertasimperdiveis.epizy.com/produto.php?linkcompleto=iphone-6-plus-apple-64gb-cinza-espacial-tela-5-5-retina-4g-camera-8mp-frontal-ios-10-proc.-m8/p/2116558/te/ipho/&amp;id=10,1"
"https://semana-da-oferta.com/produtos.php?id=5abad0c01d149,1"
"https://scrid-apps-creacust-sslhide90766752024.cread-squi.com/hider_reo/,1"
"http://my-softbank-security.com/wap_login.htm,1"
"http://www.my-softbank-security.com/wap_login.htm,1"
y.com/1522445489963/kaq5epv6n40lhugyhrze/qxz3g3esg=,1"
"http://omfgskins.com/Z9yVU2a1aAcodxHaGyp2no5Fw4FZfsRlMdQtpVxC,1"
